course_id,course_name,instructor_or_pi,question_id,topic,phase,question,option_A,option_B,option_C,option_D,answer,difficulty,discrimination,student_id,group,score
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q060,Data Visualization,pre,What is the key role of data visualization in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.57,0.62,S1606,A,36.75
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q060,Data Visualization,post,What is the key role of data visualization in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.48,0.59,S1606,A,47.75
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q042,Smart Contracts,pre,What is the key role of smart contracts in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.47,0.72,S1607,B,82.7
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q042,Smart Contracts,post,What is the key role of smart contracts in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.44,0.67,S1607,B,100
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q028,Data Cleaning,pre,What is the key role of data cleaning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.76,0.65,S1608,C,77.02
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q028,Data Cleaning,post,What is the key role of data cleaning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.72,0.63,S1608,C,83.83
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q016,Blockchain Concepts,pre,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.7,0.84,S1609,B,47.58
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q016,Blockchain Concepts,post,What is the key role of blockchain concepts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.62,0.88,S1609,B,63.62
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q005,Data Visualization,pre,What is the key role of data visualization in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.57,0.51,S1610,A,59.52
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q005,Data Visualization,post,What is the key role of data visualization in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.66,0.45,S1610,A,69.9
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q037,Data Cleaning,pre,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.66,0.75,S1611,B,36.21
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q037,Data Cleaning,post,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.66,0.78,S1611,B,50.41
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q049,Smart Contracts,pre,What is the key role of smart contracts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.89,0.52,S1612,C,44.26
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q049,Smart Contracts,post,What is the key role of smart contracts in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.81,0.6,S1612,C,66.17
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q016,Classification,pre,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.26,0.75,S1613,A,41.82
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q016,Classification,post,What is the key role of classification in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.29,0.76,S1613,A,63.56
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q036,Data Cleaning,pre,What is the key role of data cleaning in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.62,0.93,S1614,B,81.97
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q036,Data Cleaning,post,What is the key role of data cleaning in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.6,0.94,S1614,B,100
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q048,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.76,0.84,S1615,D,40.57
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q048,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.69,0.88,S1615,D,62.14
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q035,Data Visualization,pre,What is the key role of data visualization in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.5,0.56,S1616,D,71.92
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q035,Data Visualization,post,What is the key role of data visualization in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.42,0.58,S1616,D,97.16
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q014,Feature Engineering,pre,What is the key role of feature engineering in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.33,0.83,S1617,B,69.86
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q014,Feature Engineering,post,What is the key role of feature engineering in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.41,0.87,S1617,B,99.14
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q024,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.38,0.68,S1618,A,61.14
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q024,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.29,0.64,S1618,A,75.45
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q032,Data Cleaning,pre,What is the key role of data cleaning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.37,0.72,S1619,D,62.56
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q032,Data Cleaning,post,What is the key role of data cleaning in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.32,0.64,S1619,D,84.14
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q011,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.38,0.83,S1620,C,41.04
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q011,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.44,0.77,S1620,C,47.43
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q003,Feature Engineering,pre,What is the key role of feature engineering in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.36,0.63,S1621,D,71.35
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q003,Feature Engineering,post,What is the key role of feature engineering in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.52,0.59,S1621,D,100
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q047,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.21,0.89,S1622,A,43.32
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q047,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.15,0.74,S1622,A,68.57
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q050,AI Ethics,pre,What is the key role of ai ethics in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.61,0.69,S1623,C,38.76
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q050,AI Ethics,post,What is the key role of ai ethics in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.62,0.62,S1623,C,52
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q046,Blockchain Concepts,pre,What is the key role of blockchain concepts in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.43,0.62,S1624,D,59.42
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q046,Blockchain Concepts,post,What is the key role of blockchain concepts in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.28,0.55,S1624,D,83.53
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q042,AI Ethics,pre,What is the key role of ai ethics in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.48,0.5,S1625,D,46.55
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q042,AI Ethics,post,What is the key role of ai ethics in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.52,0.4,S1625,D,61.18
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q026,Classification,pre,What is the key role of classification in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.39,0.93,S1626,B,77.07
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q026,Classification,post,What is the key role of classification in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.43,0.8,S1626,B,90.66
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q036,Data Structures,pre,What is the key role of data structures in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.47,0.82,S1627,C,52.84
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q036,Data Structures,post,What is the key role of data structures in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.43,0.82,S1627,C,64.47
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q048,Neural Networks,pre,What is the key role of neural networks in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.71,0.51,S1628,B,63.07
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q048,Neural Networks,post,What is the key role of neural networks in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.68,0.46,S1628,B,92.13
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q005,AI Ethics,pre,What is the key role of ai ethics in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.66,0.86,S1629,A,63.16
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q005,AI Ethics,post,What is the key role of ai ethics in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.63,0.98,S1629,A,80.9
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q040,Regression Models,pre,What is the key role of regression models in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.71,0.74,S1630,D,73.04
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q040,Regression Models,post,What is the key role of regression models in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.74,0.77,S1630,D,100
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q050,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.63,0.93,S1631,A,76.01
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q050,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.57,0.81,S1631,A,100
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q045,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.54,0.56,S1632,A,66.99
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q045,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.59,0.65,S1632,A,72.37
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q046,Data Visualization,pre,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.38,0.92,S1633,C,61.1
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q046,Data Visualization,post,What is the key role of data visualization in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.33,0.95,S1633,C,87.61
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q030,Data Cleaning,pre,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.67,0.82,S1634,C,67.29
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q030,Data Cleaning,post,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.64,0.72,S1634,C,79.95
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q015,Data Cleaning,pre,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.9,0.54,S1635,B,67.71
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q015,Data Cleaning,post,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.85,0.58,S1635,B,93.62
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q016,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.9,0.55,S1636,B,57.43
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q016,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.95,0.68,S1636,B,73.7
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q049,Data Visualization,pre,What is the key role of data visualization in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.6,0.58,S1637,A,77.26
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q049,Data Visualization,post,What is the key role of data visualization in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.53,0.53,S1637,A,96.72
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q049,Machine Learning,pre,What is the key role of machine learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.84,0.6,S1638,D,83.54
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q049,Machine Learning,post,What is the key role of machine learning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.88,0.64,S1638,D,88.55
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q058,Data Structures,pre,What is the key role of data structures in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,D,0.78,0.77,S1639,D,52.87
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q058,Data Structures,post,What is the key role of data structures in blockchain and fintech systems?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.57,0.75,S1639,D,66.94
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q052,Smart Contracts,pre,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.71,0.64,S1640,B,46.83
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q052,Smart Contracts,post,What is the key role of smart contracts in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.72,0.68,S1640,B,64.46
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q054,Data Visualization,pre,What is the key role of data visualization in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,B,0.52,0.5,S1641,B,46.76
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q054,Data Visualization,post,What is the key role of data visualization in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,C,0.6,0.53,S1641,B,70.5
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q057,Data Structures,pre,What is the key role of data structures in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.81,0.57,S1642,D,61.71
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q057,Data Structures,post,What is the key role of data structures in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.83,0.79,S1642,D,87.02
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q005,Blockchain Concepts,pre,What is the key role of blockchain concepts in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.68,0.71,S1643,A,37.8
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q005,Blockchain Concepts,post,What is the key role of blockchain concepts in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.76,0.6,S1643,A,64.99
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q035,Smart Contracts,pre,What is the key role of smart contracts in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.64,0.65,S1644,C,62
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q035,Smart Contracts,post,What is the key role of smart contracts in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.64,0.61,S1644,C,83.67
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q044,Neural Networks,pre,What is the key role of neural networks in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.32,0.78,S1645,D,67.66
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q044,Neural Networks,post,What is the key role of neural networks in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.3,0.69,S1645,D,93.14
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q009,Machine Learning,pre,What is the key role of machine learning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.22,0.7,S1646,A,78.01
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q009,Machine Learning,post,What is the key role of machine learning in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.11,0.85,S1646,A,88.61
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q040,AI Ethics,pre,What is the key role of ai ethics in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.23,0.55,S1647,D,71.78
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q040,AI Ethics,post,What is the key role of ai ethics in ai and society?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.39,0.49,S1647,D,91.38
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q009,Regression Models,pre,What is the key role of regression models in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.46,0.73,S1648,A,79.78
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q009,Regression Models,post,What is the key role of regression models in machine learning applications?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.3,0.73,S1648,A,91.8
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q023,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.89,0.66,S1649,B,80.01
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q023,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.92,0.69,S1649,B,100
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q019,Classification,pre,What is the key role of classification in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.64,0.91,S1650,B,66.76
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q019,Classification,post,What is the key role of classification in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.68,0.97,S1650,B,95.33
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q007,Classification,pre,What is the key role of classification in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.53,0.51,S1651,D,66.18
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q007,Classification,post,What is the key role of classification in data analytics foundations?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.42,0.6,S1651,D,71.38
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q020,Regression Models,pre,What is the key role of regression models in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,D,0.64,0.84,S1652,C,54.75
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q020,Regression Models,post,What is the key role of regression models in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.62,0.72,S1652,C,63.4
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q059,Neural Networks,pre,What is the key role of neural networks in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.75,0.91,S1653,B,55.78
BSDS3001,Data Analytics Foundations,PI: Shihui Feng,Q059,Neural Networks,post,What is the key role of neural networks in data analytics foundations?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.69,0.8,S1653,B,78.44
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q029,Data Cleaning,pre,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,B,0.43,0.82,S1654,A,64.98
BSDS3004,AI and Society,Instructor: Yuebo Yang,Q029,Data Cleaning,post,What is the key role of data cleaning in ai and society?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,A,0.5,0.88,S1654,A,81.91
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q021,Feature Engineering,pre,What is the key role of feature engineering in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.8,0.71,S1655,D,65.86
BSDS3003,Blockchain and FinTech Systems,Co-I: Kelvin Lo,Q021,Feature Engineering,post,What is the key role of feature engineering in blockchain and fintech systems?,A) Visualizing trends and distributions,B) Handling missing data and noise,C) Defining and invoking functions,D) Encrypting transactions and wallets,C,0.94,0.76,S1655,D,73.21
BSDS3002,Machine Learning Applications,Co-I: Jionghao Lin,Q009,Machine Learning,pre,What is the key role of machine learning in machine learning applications?,A) Organizing and managing data effectively,B) Improving model performance and generalization,C) Ensuring ethical implementation of AI,D) Creating decentralized applications,A,0.43,0.73,S1656,D,42.85
