student_id,instrument,week,item_code,response,reflection_text,ai_response,instrument,item_code,subscale,response,week
S1503,SelfEfficacy,6,Q9,5.31,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_2,Persistence,2,4
S1504,MSLQ,2,Q10,3.1,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,1,1
S1505,MSLQ,12,Q6,3.7,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_TD_4,TLX,7,2
S1506,MSLQ,3,Q2,3.12,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_MD_9,TLX,6,2
S1507,NASA_TLX,5,Q4,4.78,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_3,CognitiveStrategy,6,3
S1508,SelfEfficacy,12,Q5,3.42,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_7,CognitiveStrategy,1,2
S1509,MSLQ,11,Q4,3.83,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_5,SelfRegulation,3,5
S1510,NASA_TLX,11,Q4,4.62,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_6,Confidence,7,2
S1511,SelfEfficacy,1,Q3,4.7,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_6,Persistence,5,3
S1512,NASA_TLX,1,Q1,3.09,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_5,Confidence,1,1
S1513,MSLQ,10,Q1,5.06,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,1,5
S1514,MSLQ,9,Q4,4.46,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,2,5
S1515,MSLQ,7,Q8,2.92,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,7,4
S1516,NASA_TLX,1,Q10,2.67,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_7,Confidence,2,2
S1517,NASA_TLX,12,Q2,3.98,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,7,1
S1518,MSLQ,8,Q8,4.85,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_1,TLX,5,4
S1519,NASA_TLX,3,Q7,4.88,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_5,TLX,7,3
S1520,MSLQ,8,Q10,4.36,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_9,TLX,6,5
S1521,MSLQ,5,Q4,4.05,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_7,SelfRegulation,3,4
S1522,SelfEfficacy,1,Q7,4.51,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_9,Motivation,6,3
S1523,NASA_TLX,7,Q8,3.14,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,2,5
S1524,MSLQ,5,Q7,5.69,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,3,5
S1525,MSLQ,6,Q4,5.67,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_3,Motivation,2,3
S1526,NASA_TLX,6,Q3,4.43,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,1,1
S1527,SelfEfficacy,8,Q1,4.2,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,1,1
S1528,SelfEfficacy,9,Q2,3.59,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,2,3
S1529,MSLQ,2,Q7,4.53,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,1,3
S1530,NASA_TLX,9,Q4,3.31,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_FR_6,TLX,3,1
S1531,SelfEfficacy,12,Q3,1.78,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_7,Motivation,1,1
S1532,NASA_TLX,11,Q9,1.29,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,1,4
S1533,NASA_TLX,10,Q8,3.2,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,7,4
S1534,MSLQ,9,Q1,4.16,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_4,TLX,1,1
S1535,SelfEfficacy,10,Q9,4.33,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_6,Motivation,1,3
S1536,MSLQ,10,Q4,3.51,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_TD_4,TLX,1,1
S1537,SelfEfficacy,7,Q2,4.14,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,1,4
S1538,SelfEfficacy,1,Q8,3.73,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_TD_4,TLX,4,5
S1539,SelfEfficacy,7,Q3,3,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_2,Motivation,6,5
S1540,SelfEfficacy,10,Q8,3.95,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_1,Effort,6,3
S1541,SelfEfficacy,5,Q9,4.81,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_7,Motivation,5,4
S1542,NASA_TLX,6,Q9,3.05,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_6,Motivation,1,5
S1543,MSLQ,10,Q10,3.05,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_SelfRegulation_6,SelfRegulation,6,4
S1544,NASA_TLX,7,Q6,2.93,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,1,3
S1545,SelfEfficacy,5,Q8,2.06,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_SelfRegulation_3,SelfRegulation,5,4
S1546,MSLQ,7,Q10,3.52,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_2,TLX,3,3
S1547,SelfEfficacy,9,Q9,4.71,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_MD_8,TLX,7,5
S1548,MSLQ,3,Q7,4.17,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_FR_8,TLX,3,3
S1549,NASA_TLX,8,Q9,3.83,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,5,5
S1550,MSLQ,2,Q8,4.13,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,4,1
S1551,MSLQ,11,Q3,3.51,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_PD_2,TLX,4,1
S1552,MSLQ,7,Q8,2.05,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,7,1
S1553,MSLQ,2,Q8,4.78,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,5,3
S1554,MSLQ,4,Q5,5.07,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,3,4
S1555,SelfEfficacy,7,Q4,3.27,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_7,TLX,4,2
S1556,MSLQ,3,Q5,3.85,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_9,Effort,5,1
S1557,MSLQ,2,Q9,3.76,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_2,Effort,3,5
S1558,NASA_TLX,11,Q8,4.35,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_5,Effort,2,4
S1559,MSLQ,10,Q4,5.69,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,4,4
S1560,NASA_TLX,7,Q5,5.16,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_E_9,TLX,1,3
S1561,SelfEfficacy,1,Q8,3.62,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_6,CognitiveStrategy,2,3
S1562,MSLQ,8,Q2,4.54,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_E_3,TLX,3,1
S1563,NASA_TLX,3,Q5,5.25,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_6,Motivation,6,1
S1564,NASA_TLX,12,Q4,4.41,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,6,5
S1565,SelfEfficacy,12,Q5,4,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,2,2
S1566,MSLQ,2,Q6,4.45,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,3,4
S1567,MSLQ,3,Q6,3.3,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_7,CognitiveStrategy,2,4
S1568,NASA_TLX,5,Q9,3.44,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_P_1,TLX,6,2
S1569,MSLQ,11,Q2,2.94,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_P_4,TLX,2,2
S1570,NASA_TLX,8,Q3,4.31,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,6,4
S1571,MSLQ,10,Q3,3.87,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_FR_6,TLX,6,1
S1572,NASA_TLX,7,Q4,3.18,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_CognitiveStrategy_4,CognitiveStrategy,5,3
S1573,MSLQ,7,Q7,3.84,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_9,Motivation,3,5
S1574,SelfEfficacy,12,Q3,4.47,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,7,4
S1575,MSLQ,7,Q4,5.91,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_PD_3,TLX,5,4
S1576,MSLQ,8,Q2,5.01,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_5,Effort,5,1
S1577,SelfEfficacy,1,Q7,1.72,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_5,TLX,6,1
S1578,MSLQ,4,Q7,4.24,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_6,Persistence,7,2
S1579,SelfEfficacy,6,Q6,5.43,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_4,SelfRegulation,1,2
S1580,MSLQ,9,Q9,2.66,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_SelfRegulation_3,SelfRegulation,7,1
S1581,NASA_TLX,2,Q8,4.55,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,6,5
S1582,NASA_TLX,1,Q7,3.76,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_9,SelfRegulation,2,1
S1583,MSLQ,10,Q1,5.15,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_8,Motivation,3,4
S1584,MSLQ,12,Q4,4.4,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_FR_9,TLX,6,3
S1585,MSLQ,2,Q7,3.12,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_7,Confidence,2,4
S1586,NASA_TLX,7,Q7,3.8,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Effort_7,Effort,4,2
S1587,MSLQ,3,Q10,3.86,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,MSLQ,MSLQ_Motivation_7,Motivation,5,2
S1588,NASA_TLX,10,Q1,3.88,The task was challenging but helped me learn new strategies.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_5,Confidence,5,4
S1589,SelfEfficacy,2,Q10,5.12,I felt confident during the activity because I planned my steps carefully.,Good reflection. You identified specific strategies and challenges.,SelfEfficacy,SelfEfficacy_Persistence_5,Persistence,7,2
S1590,NASA_TLX,11,Q7,3.16,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_3,Effort,1,4
S1591,NASA_TLX,7,Q8,5,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_6,Persistence,3,1
S1592,SelfEfficacy,2,Q1,3.7,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_3,CognitiveStrategy,7,1
S1593,NASA_TLX,3,Q6,4.22,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,4,4
S1594,MSLQ,11,Q5,4.07,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_6,CognitiveStrategy,2,4
S1595,MSLQ,7,Q7,3.98,I didn’t fully understand the instructions and relied on peers for clarification.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_4,Persistence,3,1
S1596,NASA_TLX,4,Q7,3.99,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_PD_2,TLX,3,5
S1597,MSLQ,1,Q9,5.46,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,4,1
S1598,NASA_TLX,5,Q9,4.84,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_PD_8,TLX,2,5
S1599,MSLQ,12,Q10,3.64,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_P_2,TLX,5,4
S1600,MSLQ,9,Q4,5.58,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_TD_1,TLX,4,5
S1601,NASA_TLX,8,Q8,4.27,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_4,Confidence,5,5
S1602,MSLQ,12,Q4,4.36,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_8,Persistence,2,2
S1603,NASA_TLX,9,Q5,3.16,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_8,Motivation,5,4
S1604,MSLQ,10,Q7,3.5,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,7,2
S1605,MSLQ,9,Q8,3.31,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_E_7,TLX,1,3
S1606,SelfEfficacy,7,Q1,4.09,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_CognitiveStrategy_2,CognitiveStrategy,3,2
S1607,SelfEfficacy,4,Q7,4.64,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_MD_4,TLX,5,3
S1608,NASA_TLX,5,Q6,4.37,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Persistence_9,Persistence,5,5
S1609,SelfEfficacy,1,Q7,5.59,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Confidence_2,Confidence,5,3
S1610,NASA_TLX,1,Q3,3.11,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_2,Effort,4,1
S1611,SelfEfficacy,3,Q8,4.11,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_MD_4,TLX,5,2
S1612,MSLQ,8,Q3,2.72,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Persistence_6,Persistence,5,4
S1613,NASA_TLX,2,Q10,3.08,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_FR_9,TLX,1,3
S1614,NASA_TLX,4,Q9,5.26,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,6,3
S1615,MSLQ,2,Q1,3.54,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_P_1,TLX,4,3
S1616,NASA_TLX,5,Q7,3.2,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_2,SelfRegulation,1,2
S1617,NASA_TLX,9,Q10,1.87,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_CognitiveStrategy_8,CognitiveStrategy,3,3
S1618,SelfEfficacy,1,Q10,3.19,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_Motivation_3,Motivation,4,4
S1619,NASA_TLX,5,Q1,3.79,I felt confident during the activity because I planned my steps carefully.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_8,CognitiveStrategy,1,5
S1620,MSLQ,9,Q2,2.64,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_6,TLX,7,4
S1621,SelfEfficacy,1,Q7,3.74,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_TD_2,TLX,2,5
S1622,SelfEfficacy,9,Q3,5.27,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_SelfRegulation_8,SelfRegulation,3,5
S1623,MSLQ,8,Q8,3.29,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_P_2,TLX,4,1
S1624,MSLQ,4,Q3,3.06,I struggled to focus and need to improve my time management.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_MD_4,TLX,6,2
S1625,SelfEfficacy,12,Q1,2.88,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,MSLQ,MSLQ_CognitiveStrategy_5,CognitiveStrategy,6,2
S1626,NASA_TLX,11,Q5,2.86,I didn’t fully understand the instructions and relied on peers for clarification.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_PD_5,TLX,6,1
S1627,SelfEfficacy,10,Q7,4.54,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,NASA_TLX,NASA_TLX_PD_7,TLX,2,1
S1628,MSLQ,5,Q6,4.05,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_E_6,TLX,6,4
S1629,SelfEfficacy,5,Q4,4.96,I struggled to focus and need to improve my time management.,Excellent metacognitive awareness in this response.,NASA_TLX,NASA_TLX_MD_9,TLX,6,2
S1630,MSLQ,11,Q8,6.02,The task was challenging but helped me learn new strategies.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,4,1
S1631,SelfEfficacy,12,Q6,2.17,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_5,Motivation,4,2
S1632,NASA_TLX,6,Q6,4.38,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_MD_1,TLX,1,2
S1633,SelfEfficacy,7,Q7,2.88,I felt confident during the activity because I planned my steps carefully.,Try elaborating more on what worked and what didn’t.,NASA_TLX,NASA_TLX_E_7,TLX,6,1
S1634,SelfEfficacy,8,Q5,4.79,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,MSLQ,MSLQ_Motivation_9,Motivation,7,1
S1635,MSLQ,8,Q7,3.73,AI feedback helped me correct my errors quickly and reflect on my reasoning.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_3,Confidence,4,4
S1636,MSLQ,11,Q5,4.03,I struggled to focus and need to improve my time management.,Try elaborating more on what worked and what didn’t.,MSLQ,MSLQ_Motivation_5,Motivation,4,5
S1637,MSLQ,2,Q2,2.72,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_Motivation_4,Motivation,4,3
S1638,SelfEfficacy,9,Q8,3.57,The task was challenging but helped me learn new strategies.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_1,Confidence,1,4
S1639,NASA_TLX,7,Q1,4.09,I didn’t fully understand the instructions and relied on peers for clarification.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Persistence_7,Persistence,5,5
S1640,MSLQ,4,Q9,5.36,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Try elaborating more on what worked and what didn’t.,SelfEfficacy,SelfEfficacy_Effort_4,Effort,6,5
S1641,MSLQ,4,Q1,3.21,I felt confident during the activity because I planned my steps carefully.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_8,Confidence,7,1
S1642,SelfEfficacy,11,Q6,3.45,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Effort_8,Effort,7,5
S1643,MSLQ,8,Q4,4.94,The task was challenging but helped me learn new strategies.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_FR_8,TLX,4,1
S1644,NASA_TLX,4,Q2,3.14,I felt confident during the activity because I planned my steps carefully.,Excellent metacognitive awareness in this response.,SelfEfficacy,SelfEfficacy_Effort_4,Effort,7,1
S1645,NASA_TLX,6,Q1,5.14,The task was challenging but helped me learn new strategies.,Excellent metacognitive awareness in this response.,MSLQ,MSLQ_CognitiveStrategy_3,CognitiveStrategy,4,3
S1646,MSLQ,5,Q1,3.99,I didn’t fully understand the instructions and relied on peers for clarification.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_PD_7,TLX,5,4
S1647,MSLQ,3,Q4,4.3,I struggled to focus and need to improve my time management.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_E_8,TLX,5,1
S1648,SelfEfficacy,10,Q4,4.37,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,SelfEfficacy,SelfEfficacy_Confidence_5,Confidence,7,2
S1649,NASA_TLX,11,Q1,3.38,I didn’t fully understand the instructions and relied on peers for clarification.,You can add more detail about how you planned or revised your approach.,SelfEfficacy,SelfEfficacy_Confidence_9,Confidence,6,2
S1650,NASA_TLX,2,Q10,4.39,I struggled to focus and need to improve my time management.,Consider connecting your reasoning steps to outcomes.,NASA_TLX,NASA_TLX_PD_2,TLX,1,2
S1651,MSLQ,9,Q3,3.23,AI feedback helped me correct my errors quickly and reflect on my reasoning.,Good reflection. You identified specific strategies and challenges.,NASA_TLX,NASA_TLX_P_8,TLX,1,5
