event_id,timestamp,user_id,session_id,sequence_index,event_type,activity_name,page,course_id,course_name,exercise_id,resource_id,reflection_id,device,browser,os,network_type,referrer,latency_ms,error_code,success_flag,dwell_time_sec,session_duration_sec,inactivity_seconds,tab_switch_count
evt_0cb4598cdd4445fe,2025-10-03T02:36:39+08:00,S1785,sess_1d306bf3eb17,14,write_reflection,Write Reflection,/reflection,BSDS3001,Data Analytics Foundations,,,RF633,Laptop,Firefox,Windows,wifi,direct,80,ERR_TIMEOUT,0,14.38,949.8,16,0
evt_7b1df0a323a844a5,2025-09-28T19:33:39+08:00,S1017,sess_169bc5c12e42,17,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX962,,,Laptop,Chrome,Windows,wifi,direct,133,ERR_500,0,24.71,690.5,73,0
evt_f4c199925a174c83,2025-09-24T16:48:08+08:00,S1900,sess_b1470e0b04ed,25,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX244,,,Laptop,Chrome,macOS,4g,search,343,ERR_TIMEOUT,0,4.72,1564.2,584,0
evt_878832798f164aa0,2025-10-08T19:40:30+08:00,S1976,sess_14cefe8f1c16,12,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Laptop,Safari,Windows,5g,direct,243,,0,14.51,1040.7,73,1
evt_2c01c6ac632f413c,2025-09-29T18:56:19+08:00,S1557,sess_0dc63fa98b55,22,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Desktop,Chrome,Windows,wifi,search,71,,0,26.53,1281.3,112,1
evt_9b0ea5a02da7444d,2025-10-05T23:33:37+08:00,S1128,sess_5319766d4b78,19,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES303,,Desktop,Safari,Windows,wifi,direct,123,,0,28.26,475.3,11,1
evt_33d74c4cde184a96,2025-10-05T18:14:15+08:00,S1805,sess_08dd9f9bd644,30,view_hint,View Hint,/exercise/hints,BSDS3001,Data Analytics Foundations,,,,Mobile,Safari,macOS,5g,direct,112,,0,17.71,559.5,99,3
evt_04f8e5ded72a4b9e,2025-10-07T01:19:30+08:00,S1388,sess_eaf1e5495a99,16,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Chrome,Windows,wifi,lms,152,,0,25.03,670.0,104,0
evt_1fffb8653c4244ca,2025-10-01T20:05:26+08:00,S1489,sess_ab4fbbfd148d,25,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES102,,Desktop,Chrome,iOS,wifi,direct,216,ERR_VALIDATION,0,0.88,780.6,113,0
evt_bd1e74b2d90f4de6,2025-09-27T06:08:30+08:00,S1149,sess_ca47a312c5c7,38,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Edge,Linux,wifi,direct,125,,0,17.68,562.5,71,1
evt_aa29c955c8cc4a4f,2025-09-24T17:18:47+08:00,S1368,sess_32ff19b90af5,28,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Tablet,Chrome,macOS,wifi,search,193,ERR_500,0,14.33,972.5,53,1
evt_ddb7c94be2a448fd,2025-09-25T04:28:37+08:00,S1605,sess_235fd8bb9d1f,16,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Edge,Windows,wifi,search,189,,0,15.27,1155.0,92,0
evt_cf30da0878dd4744,2025-10-01T19:07:45+08:00,S1784,sess_bc26a49eed2f,22,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Mobile,Edge,Linux,wifi,direct,72,ERR_500,0,26.93,1047.9,71,0
evt_0a3ed69e6d88495a,2025-10-01T23:36:24+08:00,S1402,sess_6f984a23ade6,16,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,macOS,4g,search,223,,0,21.37,589.9,4,0
evt_1621004a3a314f87,2025-10-03T21:34:33+08:00,S1467,sess_1dcd9a5ea76f,5,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Chrome,macOS,wifi,direct,149,ERR_500,0,7.19,503.3,101,0
evt_7b86a8a2ad374132,2025-09-24T23:38:50+08:00,S1695,sess_1b12fb830fbd,40,view_analytics,View Analytics,/analytics/progress,BSDS3001,Data Analytics Foundations,,,,Desktop,Chrome,Windows,wifi,lms,60,ERR_VALIDATION,0,28.1,844.3,99,0
evt_574f81d3994a42ee,2025-09-26T18:34:41+08:00,S1179,sess_8d9c83874d08,6,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Firefox,macOS,4g,direct,145,,0,20.0,868.9,119,1
evt_69715d55dd3f4101,2025-10-08T05:24:28+08:00,S1865,sess_85998065030b,34,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,macOS,wifi,lms,202,,0,10.2,960.0,6,0
evt_c9b743d524994f26,2025-10-08T00:30:13+08:00,S1133,sess_68c239849762,9,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX242,,,Mobile,Firefox,macOS,4g,search,197,,0,0.1,1310.7,595,0
evt_645378a5cfbe4b7f,2025-09-25T06:46:37+08:00,S1408,sess_baeb79285b56,8,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Mobile,Safari,Windows,4g,direct,266,,0,8.38,924.0,113,1
evt_958b499dd0de4db7,2025-10-07T23:10:01+08:00,S1006,sess_f6738e3a3c6f,33,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,macOS,ethernet,internal_link,111,ERR_500,0,35.04,739.1,28,2
evt_35b937853caf4bb7,2025-10-07T22:30:37+08:00,S1135,sess_ae0f3d83c2e2,35,write_reflection,Write Reflection,/reflection,BSDS3001,Data Analytics Foundations,,,RF123,Desktop,Chrome,Windows,4g,lms,237,ERR_TIMEOUT,0,24.59,1257.8,43,1
evt_811618231cff4c26,2025-09-26T03:57:21+08:00,S1447,sess_c2289929f16e,10,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Desktop,Edge,Linux,wifi,search,58,ERR_500,0,9.4,901.9,52,1
evt_af1ef66a7543407f,2025-10-03T05:47:57+08:00,S1636,sess_00ed0f305413,14,view_hint,View Hint,/exercise/hints,BSDS3004,AI and Society,,,,Laptop,Chrome,Windows,wifi,internal_link,59,,0,37.46,299.5,35,3
evt_68433bb687c34a20,2025-09-24T23:21:02+08:00,S1185,sess_0c57ae16133e,29,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Desktop,Chrome,macOS,wifi,lms,299,ERR_TIMEOUT,0,15.92,586.1,19,1
evt_fba314c2bf6542bb,2025-09-25T19:08:41+08:00,S1400,sess_5a469a66fa7c,29,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX827,,,Laptop,Safari,macOS,ethernet,lms,186,,0,1.65,598.7,51,4
evt_bad905e2f3eb4db0,2025-09-25T07:04:31+08:00,S1505,sess_1e3381c5ad84,9,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX441,,,Laptop,Chrome,macOS,wifi,direct,190,ERR_VALIDATION,0,32.4,696.9,389,4
evt_41408660f5e54be5,2025-09-29T04:50:31+08:00,S1701,sess_cce20c331c35,15,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,Linux,wifi,direct,64,,0,16.54,926.7,72,1
evt_0b1686ba0982489f,2025-10-09T00:35:22+08:00,S1690,sess_73dc77e6efa2,40,view_analytics,View Analytics,/analytics/progress,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Firefox,Windows,5g,internal_link,192,,0,27.51,703.7,45,0
evt_739c8506898f4db2,2025-10-06T22:34:29+08:00,S1119,sess_90092168ae1e,22,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Desktop,Chrome,macOS,wifi,direct,271,ERR_VALIDATION,0,11.12,1078.7,43,1
evt_552d276d8bd84b30,2025-10-04T00:28:11+08:00,S1755,sess_9f5c6ef29a3c,1,write_reflection,Write Reflection,/reflection,BSDS3004,AI and Society,,,RF519,Laptop,Firefox,Windows,wifi,direct,112,ERR_TIMEOUT,0,2.59,559.6,61,1
evt_0e3c158c9e154a9f,2025-09-25T23:34:57+08:00,S1869,sess_088f2258680f,29,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES819,,Desktop,Chrome,Windows,5g,direct,158,,0,44.09,261.0,100,0
evt_e42d3b6d80e140fe,2025-10-06T18:20:09+08:00,S1802,sess_5c51ef797cf7,6,write_reflection,Write Reflection,/reflection,BSDS3001,Data Analytics Foundations,,,RF989,Laptop,Chrome,Windows,wifi,lms,223,,0,15.64,1385.3,32,0
evt_b4d9206b0a3c49f1,2025-09-26T20:54:35+08:00,S1657,sess_dc4bc4b61a4d,24,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Firefox,Windows,4g,direct,40,ERR_VALIDATION,0,28.7,930.9,10,1
evt_34e1089a88034ba6,2025-09-29T04:25:27+08:00,S1460,sess_0ad643cac389,24,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX357,,,Laptop,Edge,macOS,4g,lms,189,ERR_VALIDATION,0,32.84,1468.5,562,0
evt_b4d44f4e60034772,2025-09-28T01:40:22+08:00,S1008,sess_22a111083dc8,3,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX630,,,Desktop,Chrome,Windows,5g,direct,236,ERR_500,0,24.34,790.7,310,2
evt_97df3ea923aa4a08,2025-09-27T03:03:15+08:00,S1302,sess_735797581448,16,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX921,,,Laptop,Chrome,Windows,4g,direct,159,,1,17.73,1708.6,58,1
evt_25819bf7e5b1471b,2025-10-07T19:54:16+08:00,S1387,sess_3f1745f3a60e,5,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX923,,,Desktop,Chrome,macOS,wifi,direct,72,,0,25.47,1262.7,346,4
evt_ce536e70c989407c,2025-10-05T06:20:59+08:00,S1326,sess_baadb44247e2,27,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX950,,,Mobile,Edge,Windows,ethernet,search,115,ERR_500,0,8.62,1222.6,36,1
evt_3dcd16c0cadb40c9,2025-09-29T19:03:29+08:00,S1749,sess_3babd4b624f7,36,end_session,End Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Chrome,Windows,wifi,lms,129,ERR_500,0,1.67,413.0,101,1
evt_2c32c2714e934425,2025-10-03T17:02:05+08:00,S1382,sess_996f7088370a,40,start_session,Start Session,/dashboard,BSDS3004,AI and Society,,,,Desktop,Firefox,macOS,4g,lms,94,,0,11.23,625.9,85,1
evt_663350e3006b446f,2025-10-01T22:21:49+08:00,S1253,sess_b1646f948816,4,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX888,,,Laptop,Chrome,macOS,wifi,direct,119,ERR_500,0,9.85,280.0,145,1
evt_1faa3fbd073f4492,2025-09-30T02:16:00+08:00,S1030,sess_591326e045c4,5,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX804,,,Laptop,Firefox,Windows,wifi,lms,115,ERR_TIMEOUT,0,31.9,1274.3,258,0
evt_9c8fc9765eaa40d2,2025-10-06T05:56:03+08:00,S1166,sess_b6ead2c982e5,13,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX632,,,Tablet,Chrome,macOS,ethernet,direct,240,,1,31.18,540.8,64,0
evt_e134c794be784ce0,2025-09-24T19:10:14+08:00,S1132,sess_b5199b2ad0c9,10,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES735,,Mobile,Chrome,macOS,ethernet,direct,117,ERR_500,0,16.81,513.8,60,0
evt_4717af430e5548ed,2025-10-02T05:32:15+08:00,S1145,sess_97f622325baf,30,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX463,,,Laptop,Safari,iOS,4g,internal_link,282,,0,25.57,949.6,207,0
evt_6a55e4c792a44fc4,2025-09-27T18:22:28+08:00,S1475,sess_d6fe2ef3ab7a,22,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Android,4g,internal_link,203,,0,33.29,1070.9,46,1
evt_8601342b02eb4ab2,2025-10-03T04:35:32+08:00,S1809,sess_abb8545d8076,37,start_exercise,Start Exercise,/exercise,BSDS3003,Blockchain and FinTech Systems,EX886,,,Laptop,Firefox,Windows,wifi,lms,185,,0,35.52,855.8,381,2
evt_b721981a20494ef7,2025-10-02T22:15:50+08:00,S1955,sess_eaa29e301693,12,view_hint,View Hint,/exercise/hints,BSDS3002,Machine Learning Applications,,,,Desktop,Firefox,Windows,wifi,direct,87,,0,18.41,949.9,88,2
evt_b3209e1611a14fba,2025-10-01T23:51:21+08:00,S1000,sess_1a52ce4fcbf9,22,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES825,,Desktop,Chrome,macOS,wifi,direct,222,,0,5.72,1510.8,10,0
evt_539e9842fd0a45ee,2025-10-03T19:15:47+08:00,S1826,sess_6e98378ba155,34,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX182,,,Tablet,Chrome,Linux,wifi,lms,189,ERR_VALIDATION,0,27.1,480.6,403,1
evt_ec895289b4e842db,2025-10-06T22:09:01+08:00,S1161,sess_2f80f7c7eef1,30,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Desktop,Chrome,macOS,4g,lms,351,,0,36.38,889.5,0,0
evt_9ec031f2d69042b0,2025-09-30T20:33:26+08:00,S1295,sess_49f81d9bbe0e,11,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Laptop,Safari,Windows,5g,direct,48,ERR_VALIDATION,0,12.02,993.3,32,1
evt_c9acbf59a3744cbe,2025-09-26T21:09:07+08:00,S1492,sess_93c3cfedf31d,32,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Laptop,Firefox,macOS,wifi,lms,106,,0,10.61,1362.6,4,1
evt_3030535ff7aa4829,2025-10-09T06:47:09+08:00,S1633,sess_60ab46e462b1,11,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Edge,Windows,4g,direct,292,,0,14.15,1299.5,67,0
evt_c6999d9e5a5a485b,2025-10-08T21:42:31+08:00,S1903,sess_d2d2e312eaef,37,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF696,Mobile,Safari,macOS,5g,internal_link,88,,0,14.84,1071.5,58,1
evt_49b9394e38ce4b46,2025-09-25T02:09:38+08:00,S1516,sess_6b7e57c002b6,7,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES989,,Tablet,Firefox,iOS,5g,direct,40,ERR_500,0,4.42,801.8,48,0
evt_92968d36be6643bb,2025-09-28T01:27:34+08:00,S1744,sess_04905dbf6c64,11,write_reflection,Write Reflection,/reflection,BSDS3003,Blockchain and FinTech Systems,,,RF165,Desktop,Firefox,Windows,wifi,direct,153,ERR_TIMEOUT,0,14.33,718.7,41,1
evt_1989a627a5ce4f3a,2025-10-02T02:35:51+08:00,S1406,sess_5dc4383c5f21,31,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,iOS,ethernet,lms,231,,0,0.44,592.9,28,2
evt_ca4aa6e8ea1e40fd,2025-10-08T20:50:27+08:00,S1291,sess_11aea816910a,17,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX422,,,Tablet,Chrome,macOS,ethernet,search,308,,1,3.36,971.5,68,1
evt_dfd8c68683dd4334,2025-09-27T20:40:42+08:00,S1940,sess_9ac248d3b1f1,21,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,macOS,5g,lms,40,ERR_TIMEOUT,0,36.76,1086.6,44,0
evt_dac471a283fa42bd,2025-10-01T17:23:40+08:00,S1740,sess_bc87c2bd0fd0,26,start_session,Start Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,Windows,wifi,direct,259,ERR_500,0,2.71,723.0,120,1
evt_ddfa003071854f13,2025-09-25T18:16:30+08:00,S1746,sess_34dab23eff6a,23,view_analytics,View Analytics,/analytics/progress,BSDS3004,AI and Society,,,,Desktop,Safari,macOS,5g,lms,243,,0,7.86,403.9,71,1
evt_6288b7ccd128453b,2025-10-04T17:31:26+08:00,S1898,sess_2728f81a08da,35,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES363,,Tablet,Safari,Windows,wifi,direct,79,ERR_TIMEOUT,0,17.3,949.4,107,1
evt_6c43085e21dd4849,2025-09-25T02:46:44+08:00,S1558,sess_014d13d33bcc,6,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES531,,Desktop,Chrome,Windows,ethernet,search,138,ERR_VALIDATION,0,2.01,613.9,60,1
evt_66efc00da6e04e29,2025-09-24T21:47:04+08:00,S1499,sess_5d8599e5937e,13,end_session,End Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Safari,Windows,4g,direct,47,ERR_TIMEOUT,0,20.45,1465.6,114,1
evt_2952319b44624eb8,2025-09-27T17:20:12+08:00,S1385,sess_3930c273eb1f,28,edit_solution,Edit Solution,/exercise/edit,BSDS3004,AI and Society,EX279,,,Tablet,Chrome,macOS,wifi,direct,108,ERR_VALIDATION,0,16.9,876.9,295,2
evt_c6317d52b015443c,2025-10-03T05:44:16+08:00,S1586,sess_0bf7080f27eb,24,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX683,,,Laptop,Chrome,Windows,wifi,lms,201,ERR_VALIDATION,0,21.57,1443.2,253,4
evt_02a4d1b4dc384d25,2025-10-05T00:14:28+08:00,S1421,sess_14130fddf8a1,20,end_session,End Session,/dashboard,BSDS3003,Blockchain and FinTech Systems,,,,Tablet,Safari,Windows,wifi,direct,119,ERR_500,0,19.69,1311.1,103,0
evt_385b3b3d26204c41,2025-10-05T02:46:06+08:00,S1633,sess_afb9ffa6d2b4,9,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Mobile,Safari,macOS,wifi,direct,136,ERR_500,0,9.88,382.2,76,1
evt_42cb31dd3fb04c6e,2025-09-29T16:38:58+08:00,S1967,sess_51b219f56745,37,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,Windows,wifi,lms,172,ERR_500,0,18.46,696.5,48,0
evt_ad121019a33b436d,2025-09-26T00:04:13+08:00,S1642,sess_9e373cda0f34,21,edit_solution,Edit Solution,/exercise/edit,BSDS3002,Machine Learning Applications,EX234,,,Desktop,Chrome,macOS,wifi,direct,40,,0,23.22,892.1,51,4
evt_511c7bd47fb342a4,2025-09-28T23:03:30+08:00,S1644,sess_85a7aa390ef1,1,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX800,,,Laptop,Chrome,Android,4g,direct,220,,1,4.57,1086.2,80,0
evt_3ff2b1920b06493d,2025-09-29T05:11:26+08:00,S1336,sess_8a7b2a7acc31,23,view_hint,View Hint,/exercise/hints,BSDS3003,Blockchain and FinTech Systems,,,,Desktop,Chrome,Windows,4g,direct,185,ERR_TIMEOUT,0,11.38,1180.7,44,0
evt_a11ac07f3af049cb,2025-10-06T22:56:58+08:00,S1334,sess_d913f733b515,15,open_course,Open Course,/course/overview,BSDS3003,Blockchain and FinTech Systems,,,,Laptop,Chrome,macOS,4g,internal_link,404,ERR_500,0,4.72,1687.9,32,0
evt_3df677c79c5347f4,2025-10-05T16:14:47+08:00,S1561,sess_baf70fff388b,24,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES560,,Mobile,Chrome,Windows,wifi,direct,155,ERR_VALIDATION,0,30.76,1073.7,47,1
evt_224ccc283bea4264,2025-09-29T04:39:37+08:00,S1201,sess_b76f75fa2d02,30,open_course,Open Course,/course/overview,BSDS3004,AI and Society,,,,Laptop,Chrome,Android,5g,direct,214,ERR_TIMEOUT,0,8.87,1310.8,111,1
evt_8deae157b8fb4734,2025-10-03T05:21:43+08:00,S1640,sess_856c2f10b37e,31,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Tablet,Chrome,Windows,wifi,direct,247,,0,18.83,14.6,93,1
evt_6d3fa887aecb460e,2025-10-08T17:00:10+08:00,S1912,sess_3186feab75d5,38,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF684,Desktop,Edge,macOS,5g,direct,190,,0,22.05,1163.7,62,1
evt_ce6d49c8cc674faa,2025-09-30T20:28:16+08:00,S1294,sess_8a100a6a8a42,11,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX416,,,Mobile,Edge,Windows,wifi,direct,158,ERR_VALIDATION,0,28.86,843.9,300,4
evt_8961667e7a204497,2025-10-01T22:31:57+08:00,S1380,sess_1a806bf907d0,36,open_course,Open Course,/course/overview,BSDS3002,Machine Learning Applications,,,,Desktop,Safari,Windows,wifi,direct,90,ERR_VALIDATION,0,16.83,520.3,42,1
evt_3a9840913fdd4f75,2025-10-04T05:21:15+08:00,S1894,sess_f34dc81901bd,25,view_hint,View Hint,/exercise/hints,BSDS3004,AI and Society,,,,Laptop,Firefox,macOS,4g,direct,295,,0,15.87,421.7,64,4
evt_58c85fb0602d4b7d,2025-09-30T01:56:59+08:00,S1961,sess_496ec2db0c2a,23,start_exercise,Start Exercise,/exercise,BSDS3004,AI and Society,EX898,,,Laptop,Chrome,macOS,wifi,direct,177,,0,24.64,1012.6,361,2
evt_20a6c08ebc834427,2025-09-27T17:04:12+08:00,S1944,sess_42fc00a9881b,4,start_exercise,Start Exercise,/exercise,BSDS3001,Data Analytics Foundations,EX484,,,Laptop,Chrome,Windows,ethernet,direct,66,,0,30.81,745.5,177,4
evt_1a913e5d83a149f9,2025-10-03T19:45:25+08:00,S1181,sess_2b0d5b0a5f9a,25,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Tablet,Safari,Linux,wifi,internal_link,57,ERR_VALIDATION,0,29.02,1115.7,35,0
evt_94a0d2e4275c4bf7,2025-10-06T23:40:38+08:00,S1316,sess_06bd2082d6be,21,start_session,Start Session,/dashboard,BSDS3001,Data Analytics Foundations,,,,Laptop,Edge,Windows,wifi,search,152,ERR_TIMEOUT,0,28.43,1383.0,102,1
evt_8517e87067474332,2025-09-24T20:03:18+08:00,S1062,sess_b55f56799b6e,17,submit_solution,Submit Solution,/exercise/submit,BSDS3004,AI and Society,EX999,,,Laptop,Edge,iOS,wifi,direct,63,ERR_VALIDATION,0,4.05,563.9,8,0
evt_f2c05691e7c54ef3,2025-09-26T01:57:31+08:00,S1572,sess_534e0e08f09f,29,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES873,,Mobile,Chrome,Windows,wifi,direct,206,,0,9.92,858.6,73,1
evt_dacca20304a5424c,2025-09-26T04:33:52+08:00,S1516,sess_408f7fa944a7,13,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES879,,Laptop,Firefox,Windows,ethernet,lms,229,ERR_TIMEOUT,0,18.93,944.1,64,1
evt_6f32c857c889428d,2025-09-27T02:14:38+08:00,S1142,sess_2c83a70f2c41,1,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Laptop,Edge,iOS,wifi,direct,157,,0,26.07,368.6,63,1
evt_787457a7763f4002,2025-09-26T18:54:47+08:00,S1140,sess_e23c759c7e07,12,submit_solution,Submit Solution,/exercise/submit,BSDS3001,Data Analytics Foundations,EX848,,,Laptop,Chrome,macOS,wifi,direct,193,ERR_TIMEOUT,0,47.78,958.9,100,1
evt_16f9cd869e564762,2025-10-09T03:04:25+08:00,S1605,sess_235fd8bb9d1f,11,write_reflection,Write Reflection,/reflection,BSDS3001,Data Analytics Foundations,,,RF548,Laptop,Edge,macOS,wifi,direct,176,ERR_500,0,31.28,930.8,4,1
evt_450692442d6e44ef,2025-09-26T23:23:05+08:00,S1250,sess_0babe8a53810,32,start_exercise,Start Exercise,/exercise,BSDS3002,Machine Learning Applications,EX112,,,Tablet,Chrome,Windows,4g,lms,40,,0,23.26,519.5,160,1
evt_83538edadefd46a7,2025-10-04T02:07:28+08:00,S1906,sess_fed6ea068884,22,edit_solution,Edit Solution,/exercise/edit,BSDS3003,Blockchain and FinTech Systems,EX442,,,Laptop,Chrome,Windows,wifi,direct,40,ERR_TIMEOUT,0,11.02,802.5,5,1
evt_3756dd7f0c7f4710,2025-10-03T20:12:40+08:00,S1332,sess_b8e190d0c5dc,3,edit_solution,Edit Solution,/exercise/edit,BSDS3001,Data Analytics Foundations,EX159,,,Desktop,Firefox,macOS,wifi,direct,352,ERR_500,0,3.04,590.6,531,1
evt_f33c38a3477b4f2d,2025-09-26T23:21:13+08:00,S1647,sess_65525599b56e,37,open_resource,Open Resource,/resources/article,BSDS3003,Blockchain and FinTech Systems,,RES879,,Laptop,Chrome,Windows,wifi,direct,110,ERR_500,0,21.96,1610.9,25,1
evt_58c8d6a27fe745ac,2025-09-25T05:59:22+08:00,S1482,sess_9a962c5b1715,14,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES718,,Mobile,Chrome,Windows,5g,direct,239,,0,17.02,630.2,116,0
evt_81fe648e7aa34c54,2025-10-02T18:38:13+08:00,S1407,sess_459a2221b8a9,30,write_reflection,Write Reflection,/reflection,BSDS3002,Machine Learning Applications,,,RF243,Laptop,Chrome,Linux,wifi,direct,110,,0,18.48,966.8,72,0
evt_3afdcb51946a435e,2025-10-08T16:47:18+08:00,S1663,sess_0ca093540a32,20,write_reflection,Write Reflection,/reflection,BSDS3004,AI and Society,,,RF667,Desktop,Chrome,Windows,wifi,direct,270,,0,17.75,1244.9,95,1
evt_063195d061b04729,2025-09-26T21:25:47+08:00,S1429,sess_bb27899ae8c7,2,open_resource,Open Resource,/resources/article,BSDS3002,Machine Learning Applications,,RES284,,Laptop,Chrome,macOS,wifi,lms,143,,0,7.67,571.8,23,1
evt_e4712ea5bd274f1c,2025-09-24T23:16:34+08:00,S1458,sess_4230e7b51576,28,end_session,End Session,/dashboard,BSDS3002,Machine Learning Applications,,,,Laptop,Chrome,macOS,wifi,direct,216,ERR_500,0,2.76,944.3,50,1
evt_38e36d4ad4af4820,2025-09-26T00:28:39+08:00,S1407,sess_459a2221b8a9,21,view_analytics,View Analytics,/analytics/progress,BSDS3002,Machine Learning Applications,,,,Mobile,Firefox,Windows,wifi,direct,170,ERR_TIMEOUT,0,18.8,690.2,63,0
evt_4dd04127252744c2,2025-10-06T04:20:42+08:00,S1092,sess_13c55f8f3193,26,submit_solution,Submit Solution,/exercise/submit,BSDS3002,Machine Learning Applications,EX700,,,Laptop,Safari,Windows,wifi,direct,96,,1,33.55,501.6,10,1
evt_fb3c84cf3bd44246,2025-09-25T01:18:21+08:00,S1100,sess_dbb0968a438b,30,open_course,Open Course,/course/overview,BSDS3001,Data Analytics Foundations,,,,Tablet,Chrome,macOS,wifi,lms,136,,0,0.36,1064.1,79,1
evt_8bb80dc13ef343d8,2025-09-28T16:41:29+08:00,S1348,sess_bdde54287f1f,2,open_resource,Open Resource,/resources/article,BSDS3001,Data Analytics Foundations,,RES675,,Tablet,Firefox,Windows,5g,email,178,ERR_TIMEOUT,0,38.3,1101.2,96,1
